clean_text,skor_sentimen,bobot_kata,label_sentimen
roy suryo bohong berani roy konfrontasi pakar rismon hasiholan bang bodoh masyarakat,-6.0,"[('roy', 0), ('suryo', 0), ('bohong', -5.0), ('berani', 0), ('roy', 0), ('konfrontasi', 0), ('pakar', -1.0), ('rismon', 0), ('hasiholan', 0), ('bang', 0), ('bodoh', 0), ('masyarakat', 0)]",negatif
roy tuhan fitnah bang roy umur bang roy,-4.0,"[('roy', 0), ('tuhan', 3.0), ('fitnah', -5.0), ('bang', 0), ('roy', 0), ('umur', -2.0), ('bang', 0), ('roy', 0)]",negatif
boborok tega hukum negeri gantung p jokowi niat baik,-12.0,"[('boborok', 0), ('tega', -5.0), ('hukum', -3.0), ('negeri', 0), ('gantung', -3.0), ('p', 0), ('jokowi', 0), ('niat', 0), ('baik', -1.0)]",negatif
kompolnas maluuuuuu sih profesor edi suka aku jessica h ngsku konpol bodoh jabat,-5.0,"[('kompolnas', 0), ('maluuuuuu', 0), ('sih', 0), ('profesor', 0), ('edi', 0), ('suka', -1.0), ('aku', -1.0), ('jessica', 0), ('h', 0), ('ngsku', 0), ('konpol', 0), ('bodoh', 0), ('jabat', -3.0)]",negatif
pindah tas kopi meja penuh platerback,-3.0,"[('pindah', -3.0), ('tas', 0), ('kopi', 0), ('meja', 0), ('penuh', 0), ('platerback', 0)]",negatif
sinar bikin tangan haha,1.0,"[('sinar', 0), ('bikin', 0), ('tangan', 1.0), ('haha', 0)]",positif
pecah jessica cobalh undang uya kuya tuju like,-2.0,"[('pecah', 0), ('jessica', 0), ('cobalh', 0), ('undang', 2.0), ('uya', 0), ('kuya', 0), ('tuju', -4.0), ('like', 0)]",negatif
kompolnas bicara,0.0,"[('kompolnas', 0), ('bicara', 0)]",netral
sambo kawan kawan diskon fix instrument langsung salah masah jessica,1.0,"[('sambo', 0), ('kawan', 0), ('kawan', 0), ('diskon', 2.0), ('fix', 0), ('instrument', 0), ('langsung', 3.0), ('salah', -4.0), ('masah', 0), ('jessica', 0)]",positif
sih edi gvlok apagimana,0.0,"[('sih', 0), ('edi', 0), ('gvlok', 0), ('apagimana', 0)]",netral
moga buka jessica,-2.0,"[('moga', 1.0), ('buka', -3.0), ('jessica', 0)]",negatif
bismillah jess semangat mwndoakanmu bebas,-1.0,"[('bismillah', 4.0), ('jess', 0), ('semangat', -1.0), ('mwndoakanmu', 0), ('bebas', -4.0)]",negatif
raut muka jujur bohong,-6.0,"[('raut', 0), ('muka', 0), ('jujur', -1.0), ('bohong', -5.0)]",negatif
roy suryo ahli multimedia gampang bohong orang beli sepeda sok urus alat bukti bunuh,-19.0,"[('roy', 0), ('suryo', 0), ('ahli', 0), ('multimedia', 0), ('gampang', -3.0), ('bohong', -5.0), ('orang', 0), ('beli', -3.0), ('sepeda', 0), ('sok', 0), ('urus', 0), ('alat', 0), ('bukti', -3.0), ('bunuh', -5.0)]",negatif
dengar otto bicara jgg,2.0,"[('dengar', 2.0), ('otto', 0), ('bicara', 0), ('jgg', 0)]",positif
jgg iya masakk opotopsii sih jessica main dijeblosin,-2.0,"[('jgg', 0), ('iya', 0), ('masakk', 0), ('opotopsii', 0), ('sih', 0), ('jessica', 0), ('main', -2.0), ('dijeblosin', 0)]",negatif
bapakny mirna sambo bahaya,-5.0,"[('bapakny', 0), ('mirna', 0), ('sambo', 0), ('bahaya', -5.0)]",negatif
suka lihat dzaza oranye santa,2.0,"[('suka', -1.0), ('lihat', 3.0), ('dzaza', 0), ('oranye', 0), ('santa', 0)]",positif
buka kasus biar clear,-6.0,"[('buka', -3.0), ('kasus', 0), ('biar', -3.0), ('clear', 0)]",negatif
kompolnas erti autopsi sah,-2.0,"[('kompolnas', 0), ('erti', -2.0), ('autopsi', 0), ('sah', 0)]",negatif
amat sambung kunci,4.0,"[('amat', 4.0), ('sambung', -3.0), ('kunci', 3.0)]",positif
hukum logika janggal tidak sesuai fakta tinjau periksa alur janggal periksa saksi polisi jaksa hakim,-29.0,"[('hukum', -3.0), ('logika', 0), ('janggal', -4.0), ('tidak', -5.0), ('sesuai', 3.0), ('fakta', -3.0), ('tinjau', 0), ('periksa', -5.0), ('alur', -4.0), ('janggal', -4.0), ('periksa', -5.0), ('saksi', 1.0), ('polisi', 0), ('jaksa', 0), ('hakim', 0)]",negatif
enak orang jujur pintar pintar bohong,-10.0,"[('enak', -4.0), ('orang', 0), ('jujur', -1.0), ('pintar', 0), ('pintar', 0), ('bohong', -5.0)]",negatif
sih mengakuit presiden orang suruh ngakuk curi ndg buka kali jangal,-7.0,"[('sih', 0), ('mengakuit', 0), ('presiden', 3.0), ('orang', 0), ('suruh', -2.0), ('ngakuk', 0), ('curi', -5.0), ('ndg', 0), ('buka', -3.0), ('kali', 0), ('jangal', 0)]",negatif
autopsi pakai persenjuan keluarga tuju keluarga curiga kondisi gantung polisi kayak tahu iya masyarakat awam cerdas malu diketawain masyarakat tonton iya,-36.0,"[('autopsi', 0), ('pakai', 0), ('persenjuan', 0), ('keluarga', -3.0), ('tuju', -4.0), ('keluarga', -3.0), ('curiga', -4.0), ('kondisi', 0), ('gantung', -3.0), ('polisi', 0), ('kayak', -3.0), ('tahu', -4.0), ('iya', 0), ('masyarakat', 0), ('awam', 0), ('cerdas', 0), ('malu', -4.0), ('diketawain', -4.0), ('masyarakat', 0), ('tonton', -4.0), ('iya', 0)]",negatif
kasih solusi katai bahs orang bantu,-2.0,"[('kasih', -1.0), ('solusi', 3.0), ('katai', 0), ('bahs', 0), ('orang', 0), ('bantu', -4.0)]",negatif
ngiang netflix jessica orang wkwk orang singapura wkwkwkwkwkwk,0.0,"[('ngiang', 0), ('netflix', 0), ('jessica', 0), ('orang', 0), ('wkwk', 0), ('orang', 0), ('singapura', 0), ('wkwkwkwkwkwk', 0)]",netral
pintar abbah bicara lugas jas bjsa paham,4.0,"[('pintar', 0), ('abbah', 0), ('bicara', 0), ('lugas', 4.0), ('jas', 0), ('bjsa', 0), ('paham', 0)]",positif
asli kepala,2.0,"[('asli', 2.0), ('kepala', 0)]",positif
roy cerdas ahli telematika jelas masuk akal beliau paham belit belit oaham dmjuga beliau ragu,-15.0,"[('roy', 0), ('cerdas', 0), ('ahli', 0), ('telematika', 0), ('jelas', -3.0), ('masuk', -3.0), ('akal', 0), ('beliau', 0), ('paham', 0), ('belit', -3.0), ('belit', -3.0), ('oaham', 0), ('dmjuga', 0), ('beliau', 0), ('ragu', -3.0)]",negatif
he manusia fasik bebas jessica bukti hukum orang salah,-11.0,"[('he', 0), ('manusia', 3.0), ('fasik', 0), ('bebas', -4.0), ('jessica', 0), ('bukti', -3.0), ('hukum', -3.0), ('orang', 0), ('salah', -4.0)]",negatif
jessica buka biar bohong tahu,-15.0,"[('jessica', 0), ('buka', -3.0), ('biar', -3.0), ('bohong', -5.0), ('tahu', -4.0)]",negatif
sambo orang waras percaya sistem adil indonesia,-8.0,"[('sambo', 0), ('orang', 0), ('waras', -3.0), ('percaya', 2.0), ('sistem', -4.0), ('adil', -3.0), ('indonesia', 0)]",negatif
kompolnas,0.0,"[('kompolnas', 0)]",netral
roy roy haduuuuuh,0.0,"[('roy', 0), ('roy', 0), ('haduuuuuh', 0)]",netral
indonesia kurang orang pintar kurang orang jujur,-7.0,"[('indonesia', 0), ('kurang', -3.0), ('orang', 0), ('pintar', 0), ('kurang', -3.0), ('orang', 0), ('jujur', -1.0)]",negatif
roy suryo amplop coklat,3.0,"[('roy', 0), ('suryo', 0), ('amplop', 3.0), ('coklat', 0)]",positif
roy suryo jamet,0.0,"[('roy', 0), ('suryo', 0), ('jamet', 0)]",netral
suka rela tulang otto bela jessica,-8.0,"[('suka', -1.0), ('rela', -3.0), ('tulang', -4.0), ('otto', 0), ('bela', 0), ('jessica', 0)]",negatif
karma laku bohong bongkar,-8.0,"[('karma', 0), ('laku', 0), ('bohong', -5.0), ('bongkar', -3.0)]",negatif
djaja juru kunci buka akar busuk negeri ungkap,-11.0,"[('djaja', 0), ('juru', 0), ('kunci', 3.0), ('buka', -3.0), ('akar', -3.0), ('busuk', -5.0), ('negeri', 0), ('ungkap', -3.0)]",negatif
percaya putus hakim kopi vietnam,-3.0,"[('percaya', 2.0), ('putus', -5.0), ('hakim', 0), ('kopi', 0), ('vietnam', 0)]",negatif
jessica jessica janani tahan wajah aura beliau jessica bunuh hitung remisi jessica janani,-6.0,"[('jessica', 0), ('jessica', 0), ('janani', 0), ('tahan', -2.0), ('wajah', 0), ('aura', 0), ('beliau', 0), ('jessica', 0), ('bunuh', -5.0), ('hitung', 1.0), ('remisi', 0), ('jessica', 0), ('janani', 0)]",negatif
om roy sok pakai,0.0,"[('om', 0), ('roy', 0), ('sok', 0), ('pakai', 0)]",netral
roysuryo bicara lepot,0.0,"[('roysuryo', 0), ('bicara', 0), ('lepot', 0)]",netral
buka ayoooh,-3.0,"[('buka', -3.0), ('ayoooh', 0)]",negatif
mirna bunuh tinggal sebab orang sang buat kopi jessica orang puter puter sono apa sianida sianudut mirna tinggal minum kopi clear,-18.0,"[('mirna', 0), ('bunuh', -5.0), ('tinggal', -3.0), ('sebab', -2.0), ('orang', 0), ('sang', 0), ('buat', 1.0), ('kopi', 0), ('jessica', 0), ('orang', 0), ('puter', 0), ('puter', 0), ('sono', 0), ('apa', -3.0), ('sianida', 0), ('sianudut', 0), ('mirna', 0), ('tinggal', -3.0), ('minum', -3.0), ('kopi', 0), ('clear', 0)]",negatif
jessica oiiyy ahli hukum sih salihin aku jessica situ adeehhh,-4.0,"[('jessica', 0), ('oiiyy', 0), ('ahli', 0), ('hukum', -3.0), ('sih', 0), ('salihin', 0), ('aku', -1.0), ('jessica', 0), ('situ', 0), ('adeehhh', 0)]",negatif
jessica salah grasi aku bunuh mirna bunuh suruh aku iya orang bunuh suruh aku jessica teguh,-26.0,"[('jessica', 0), ('salah', -4.0), ('grasi', 0), ('aku', -1.0), ('bunuh', -5.0), ('mirna', 0), ('bunuh', -5.0), ('suruh', -2.0), ('aku', -1.0), ('iya', 0), ('orang', 0), ('bunuh', -5.0), ('suruh', -2.0), ('aku', -1.0), ('jessica', 0), ('teguh', 0)]",negatif
autopsi tuju kelurga,-4.0,"[('autopsi', 0), ('tuju', -4.0), ('kelurga', 0)]",negatif
tinggal tambah durasi repot potong orang bicara,-7.0,"[('tinggal', -3.0), ('tambah', 3.0), ('durasi', 0), ('repot', -5.0), ('potong', -2.0), ('orang', 0), ('bicara', 0)]",negatif
justice for jessica,0.0,"[('justice', 0), ('for', 0), ('jessica', 0)]",netral
sih garuk garuk gurak gurak garik garik jungkir jungkir balik sih buang celana dalam selimut atap rumah sertifikat tanah mayat racun karung karung pisau tajam mulut tetangga sianida berjirigen jirigen tubuh mayat racun sianida bukti iya nuduh orang hukum adil orang dasar bukti syah kuat bantah hukum penjara orang dasar asumsi curiga benci iri hati penting untung pribadi tenar hormat jabat uang waris asuransi orang peluang rusak hukum orang hukum,-85.0,"[('sih', 0), ('garuk', -3.0), ('garuk', -3.0), ('gurak', 0), ('gurak', 0), ('garik', 0), ('garik', 0), ('jungkir', 0), ('jungkir', 0), ('balik', -3.0), ('sih', 0), ('buang', -3.0), ('celana', 0), ('dalam', 3.0), ('selimut', 0), ('atap', 0), ('rumah', 3.0), ('sertifikat', 0), ('tanah', 0), ('mayat', -4.0), ('racun', 0), ('karung', 0), ('karung', 0), ('pisau', 0), ('tajam', -2.0), ('mulut', -1.0), ('tetangga', 0), ('sianida', 0), ('berjirigen', 0), ('jirigen', 0), ('tubuh', -4.0), ('mayat', -4.0), ('racun', 0), ('sianida', 0), ('bukti', -3.0), ('iya', 0), ('nuduh', 0), ('orang', 0), ('hukum', -3.0), ('adil', -3.0), ('orang', 0), ('dasar', 0), ('bukti', -3.0), ('syah', 0), ('kuat', -3.0), ('bantah', -3.0), ('hukum', -3.0), ('penjara', -4.0), ('orang', 0), ('dasar', 0), ('asumsi', -3.0), ('curiga', -4.0), ('benci', -5.0), ('iri', -5.0), ('hati', -2.0), ('penting', -4.0), ('untung', -1.0), ('pribadi', 0), ('tenar', 0), ('hormat', 0), ('jabat', -3.0), ('uang', 0), ('waris', -2.0), ('asuransi', 0), ('orang', 0), ('peluang', 0), ('rusak', -4.0), ('hukum', -3.0), ('orang', 0), ('hukum', -3.0)]",negatif
pangkat tito bintang bulan pangkat bintang suruh edi lapor krisna murti ajak edi salihin tonton cctv ferdi sambo tito krisna murti dikomporin beking salihin dasar cerita sisalihin ceplos inti dalang sambo tito murti karma laku percaya sambo depan perosok,-3.0,"[('pangkat', 5.0), ('tito', 0), ('bintang', 0), ('bulan', -1.0), ('pangkat', 5.0), ('bintang', 0), ('suruh', -2.0), ('edi', 0), ('lapor', 2.0), ('krisna', 0), ('murti', 0), ('ajak', 1.0), ('edi', 0), ('salihin', 0), ('tonton', -4.0), ('cctv', 0), ('ferdi', 0), ('sambo', 0), ('tito', 0), ('krisna', 0), ('murti', 0), ('dikomporin', 0), ('beking', 0), ('salihin', 0), ('dasar', 0), ('cerita', -4.0), ('sisalihin', 0), ('ceplos', 0), ('inti', 0), ('dalang', -3.0), ('sambo', 0), ('tito', 0), ('murti', 0), ('karma', 0), ('laku', 0), ('percaya', 2.0), ('sambo', 0), ('depan', 0), ('perosok', -4.0)]",negatif
reza sogok uang transport bahas,-2.0,"[('reza', 0), ('sogok', -4.0), ('uang', 0), ('transport', 0), ('bahas', 2.0)]",negatif
aneh maling panci jadi ahli malu,-10.0,"[('aneh', -4.0), ('maling', 0), ('panci', 0), ('jadi', -2.0), ('ahli', 0), ('malu', -4.0)]",negatif
bang jhonson keren tanya,-2.0,"[('bang', 0), ('jhonson', 0), ('keren', 0), ('tanya', -2.0)]",negatif
tas panci berat bang,0.0,"[('tas', 0), ('panci', 0), ('berat', 0), ('bang', 0)]",netral
edi kompolnas blunder edi profesor bilang sih cafe posisi cctv edi dasar yakin edi insting tajam silet kebal hukum edi sih ahli sidang sangka ahli revisi klarifikasi omong edi edisi ahli terawang cctv edisi edisi terawang cctv bareng iya biar klop nyata kalo survei edi bingung otto atur edi susun rangkai biar blunder lawan otto data sidang,-41.0,"[('edi', 0), ('kompolnas', 0), ('blunder', 0), ('edi', 0), ('profesor', 0), ('bilang', 0), ('sih', 0), ('cafe', 0), ('posisi', 0), ('cctv', 0), ('edi', 0), ('dasar', 0), ('yakin', 3.0), ('edi', 0), ('insting', 0), ('tajam', -2.0), ('silet', 0), ('kebal', 0), ('hukum', -3.0), ('edi', 0), ('sih', 0), ('ahli', 0), ('sidang', -3.0), ('sangka', -3.0), ('ahli', 0), ('revisi', 0), ('klarifikasi', 0), ('omong', -4.0), ('edi', 0), ('edisi', 0), ('ahli', 0), ('terawang', 0), ('cctv', 0), ('edisi', 0), ('edisi', 0), ('terawang', 0), ('cctv', 0), ('bareng', -3.0), ('iya', 0), ('biar', -3.0), ('klop', 0), ('nyata', -2.0), ('kalo', 0), ('survei', 0), ('edi', 0), ('bingung', 0), ('otto', 0), ('atur', -4.0), ('edi', 0), ('susun', 0), ('rangkai', -4.0), ('biar', -3.0), ('blunder', 0), ('lawan', -4.0), ('otto', 0), ('data', -3.0), ('sidang', -3.0)]",negatif
brdsrkan logika iya jessica awam bunuh bersih tinggal jejak bunuh beranta alam otak bunuh jejak jessica warga riwayat bunuh sih serapih bunuh orang mirna tinggal bunuh bunuh laku orang kuat koneksi main rapi,-56.0,"[('brdsrkan', 0), ('logika', 0), ('iya', 0), ('jessica', 0), ('awam', 0), ('bunuh', -5.0), ('bersih', 0), ('tinggal', -3.0), ('jejak', 0), ('bunuh', -5.0), ('beranta', 0), ('alam', -1.0), ('otak', -3.0), ('bunuh', -5.0), ('jejak', 0), ('jessica', 0), ('warga', 0), ('riwayat', 0), ('bunuh', -5.0), ('sih', 0), ('serapih', 0), ('bunuh', -5.0), ('orang', 0), ('mirna', 0), ('tinggal', -3.0), ('bunuh', -5.0), ('bunuh', -5.0), ('laku', 0), ('orang', 0), ('kuat', -3.0), ('koneksi', -4.0), ('main', -2.0), ('rapi', -2.0)]",negatif
reporter orang bicara belim selesai potong kesal sih,-11.0,"[('reporter', 0), ('orang', 0), ('bicara', 0), ('belim', 0), ('selesai', -4.0), ('potong', -2.0), ('kesal', -5.0), ('sih', 0)]",negatif
laku terima kasih jaya,5.0,"[('laku', 0), ('terima', 2.0), ('kasih', -1.0), ('jaya', 4.0)]",positif
ubah zaman warganet cerdas panggung orang orang jujur hakim karma cepat membalikin fakta bela salah,-11.0,"[('ubah', 0), ('zaman', 0), ('warganet', 0), ('cerdas', 0), ('panggung', 0), ('orang', 0), ('orang', 0), ('jujur', -1.0), ('hakim', 0), ('karma', 0), ('cepat', -3.0), ('membalikin', 0), ('fakta', -3.0), ('bela', 0), ('salah', -4.0)]",negatif
edy sangon pinjam ratus,0.0,"[('edy', 0), ('sangon', 0), ('pinjam', 0), ('ratus', 0)]",netral
jual panci liar,1.0,"[('jual', 1.0), ('panci', 0), ('liar', 0)]",positif
entry point mirna mati racun sianida dicafe olivier fakta sianida jessica laku sesuai fakta sidang sianida rekayasa,-11.0,"[('entry', 0), ('point', 0), ('mirna', 0), ('mati', -5.0), ('racun', 0), ('sianida', 0), ('dicafe', 0), ('olivier', 0), ('fakta', -3.0), ('sianida', 0), ('jessica', 0), ('laku', 0), ('sesuai', 3.0), ('fakta', -3.0), ('sidang', -3.0), ('sianida', 0), ('rekayasa', 0)]",negatif
roy suryo masuk angin,-3.0,"[('roy', 0), ('suryo', 0), ('masuk', -3.0), ('angin', 0)]",negatif
sih roy suryo sih ikut an orang ajak bicara,-2.0,"[('sih', 0), ('roy', 0), ('suryo', 0), ('sih', 0), ('ikut', -3.0), ('an', 0), ('orang', 0), ('ajak', 1.0), ('bicara', 0)]",negatif
kompolnas belit banget omong,-6.0,"[('kompolnas', 0), ('belit', -3.0), ('banget', 1.0), ('omong', -4.0)]",negatif
sambo jabat rekayasa,-3.0,"[('sambo', 0), ('jabat', -3.0), ('rekayasa', 0)]",negatif
titik akurasi kamera tutup paper bag bap kamera asli forensik edar edit orang tanggung,-3.0,"[('titik', -3.0), ('akurasi', 0), ('kamera', 0), ('tutup', -2.0), ('paper', 0), ('bag', 0), ('bap', 0), ('kamera', 0), ('asli', 2.0), ('forensik', 0), ('edar', 2.0), ('edit', 0), ('orang', 0), ('tanggung', -2.0)]",negatif
sih panci ihhhhhhhh,0.0,"[('sih', 0), ('panci', 0), ('ihhhhhhhh', 0)]",netral
komentar dengar penjalasan jaya diam iya,3.0,"[('komentar', 0), ('dengar', 2.0), ('penjalasan', 0), ('jaya', 4.0), ('diam', -3.0), ('iya', 0)]",positif
gue gblok iya percaya percaya giring opini publik umur an kepala,2.0,"[('gue', 0), ('gblok', 0), ('iya', 0), ('percaya', 2.0), ('percaya', 2.0), ('giring', 0), ('opini', 0), ('publik', 0), ('umur', -2.0), ('an', 0), ('kepala', 0)]",positif
libat lalai cafe olivier,-4.0,"[('libat', 0), ('lalai', -4.0), ('cafe', 0), ('olivier', 0)]",negatif
keluarga korban pengaruh kuat banget iya autopsi periksa handphone aneh sih kasus masyarakat dengar,-18.0,"[('keluarga', -3.0), ('korban', -4.0), ('pengaruh', -2.0), ('kuat', -3.0), ('banget', 1.0), ('iya', 0), ('autopsi', 0), ('periksa', -5.0), ('handphone', 0), ('aneh', -4.0), ('sih', 0), ('kasus', 0), ('masyarakat', 0), ('dengar', 2.0)]",negatif
bantah omong roi ahli ahli hadir dukun hasil ahli akting,-10.0,"[('bantah', -3.0), ('omong', -4.0), ('roi', 0), ('ahli', 0), ('ahli', 0), ('hadir', -3.0), ('dukun', -3.0), ('hasil', 3.0), ('ahli', 0), ('akting', 0)]",negatif
dapat lihat sidang jaksa ahli akting pokok jessica salah contoh dokter djaja bentak bikin cari butik mala aneh dokter forensik tekan gelas racun jaksa cari bukti mayat bikin gelas,-39.0,"[('dapat', -2.0), ('lihat', 3.0), ('sidang', -3.0), ('jaksa', 0), ('ahli', 0), ('akting', 0), ('pokok', -3.0), ('jessica', 0), ('salah', -4.0), ('contoh', 0), ('dokter', 0), ('djaja', 0), ('bentak', -5.0), ('bikin', 0), ('cari', -3.0), ('butik', 0), ('mala', -5.0), ('aneh', -4.0), ('dokter', 0), ('forensik', 0), ('tekan', -3.0), ('gelas', 0), ('racun', 0), ('jaksa', 0), ('cari', -3.0), ('bukti', -3.0), ('mayat', -4.0), ('bikin', 0), ('gelas', 0)]",negatif
roy suryo pura pintar pintar mahasiswa bus roy suryo kayak pilih kualitas narasumber,-1.0,"[('roy', 0), ('suryo', 0), ('pura', 0), ('pintar', 0), ('pintar', 0), ('mahasiswa', 0), ('bus', 0), ('roy', 0), ('suryo', 0), ('kayak', -3.0), ('pilih', -2.0), ('kualitas', 4.0), ('narasumber', 0)]",negatif
datang jessica koreksi profesor edi,-4.0,"[('datang', -4.0), ('jessica', 0), ('koreksi', 0), ('profesor', 0), ('edi', 0)]",negatif
buka,-3.0,"[('buka', -3.0)]",negatif
naruh tas sembarang curiga roy suryo,-8.0,"[('naruh', 0), ('tas', 0), ('sembarang', -4.0), ('curiga', -4.0), ('roy', 0), ('suryo', 0)]",negatif
up jessica hide sambo,0.0,"[('up', 0), ('jessica', 0), ('hide', 0), ('sambo', 0)]",netral
video bawa bukti sidang jelas rekayasa,-12.0,"[('video', 0), ('bawa', -3.0), ('bukti', -3.0), ('sidang', -3.0), ('jelas', -3.0), ('rekayasa', 0)]",negatif
asli video pakai adil video rekayasa roy suryo minim tahu iya,-8.0,"[('asli', 2.0), ('video', 0), ('pakai', 0), ('adil', -3.0), ('video', 0), ('rekayasa', 0), ('roy', 0), ('suryo', 0), ('minim', -3.0), ('tahu', -4.0), ('iya', 0)]",negatif
tahu aju kali penuh syarat sih dosen hukum selekta hukum bicara,-13.0,"[('tahu', -4.0), ('aju', -3.0), ('kali', 0), ('penuh', 0), ('syarat', 0), ('sih', 0), ('dosen', 0), ('hukum', -3.0), ('selekta', 0), ('hukum', -3.0), ('bicara', 0)]",negatif
roy suryo bikin muak lihat bicara omong,-6.0,"[('roy', 0), ('suryo', 0), ('bikin', 0), ('muak', -5.0), ('lihat', 3.0), ('bicara', 0), ('omong', -4.0)]",negatif
tangan jessica lihat tangan orang tangan jessica bukti pakai adil video rekayasa,0.0,"[('tangan', 1.0), ('jessica', 0), ('lihat', 3.0), ('tangan', 1.0), ('orang', 0), ('tangan', 1.0), ('jessica', 0), ('bukti', -3.0), ('pakai', 0), ('adil', -3.0), ('video', 0), ('rekayasa', 0)]",netral
tangan orang wajah jessica situ baju putih jessica baju merah coklat,-2.0,"[('tangan', 1.0), ('orang', 0), ('wajah', 0), ('jessica', 0), ('situ', 0), ('baju', 2.0), ('putih', -4.0), ('jessica', 0), ('baju', 2.0), ('merah', -3.0), ('coklat', 0)]",negatif
roy suryo orang pemafsiran hukum,-3.0,"[('roy', 0), ('suryo', 0), ('orang', 0), ('pemafsiran', 0), ('hukum', -3.0)]",negatif
inti orang buta hukum alat bukti hukum bukti laku sianida jessica beli beli bukti jessica masuk sianida gelas,-27.0,"[('inti', 0), ('orang', 0), ('buta', -3.0), ('hukum', -3.0), ('alat', 0), ('bukti', -3.0), ('hukum', -3.0), ('bukti', -3.0), ('laku', 0), ('sianida', 0), ('jessica', 0), ('beli', -3.0), ('beli', -3.0), ('bukti', -3.0), ('jessica', 0), ('masuk', -3.0), ('sianida', 0), ('gelas', 0)]",negatif
mirna autopsi jessica penjara,-4.0,"[('mirna', 0), ('autopsi', 0), ('jessica', 0), ('penjara', -4.0)]",negatif
bebas jessica,-4.0,"[('bebas', -4.0), ('jessica', 0)]",negatif
dokter tjaja diri jujur luwes masyarakat awam dokter erti sehat dokter,-9.0,"[('dokter', 0), ('tjaja', 0), ('diri', -1.0), ('jujur', -1.0), ('luwes', -4.0), ('masyarakat', 0), ('awam', 0), ('dokter', 0), ('erti', -2.0), ('sehat', -1.0), ('dokter', 0)]",negatif
buka kopi vietnam sianida tegak adil hukum,-9.0,"[('buka', -3.0), ('kopi', 0), ('vietnam', 0), ('sianida', 0), ('tegak', 0), ('adil', -3.0), ('hukum', -3.0)]",negatif
bebas jessica,-4.0,"[('bebas', -4.0), ('jessica', 0)]",negatif
roy suryo,0.0,"[('roy', 0), ('suryo', 0)]",netral
apaansih roy suryo jessica masuk pas jessica naro paperbag meja biasa jessica taruh tas barang belanja meja motif bunuh paperbag taruh paperbag kotor iya logika orang bungkus kotor,-14.0,"[('apaansih', 0), ('roy', 0), ('suryo', 0), ('jessica', 0), ('masuk', -3.0), ('pas', 3.0), ('jessica', 0), ('naro', 0), ('paperbag', 0), ('meja', 0), ('biasa', -4.0), ('jessica', 0), ('taruh', 4.0), ('tas', 0), ('barang', 0), ('belanja', -3.0), ('meja', 0), ('motif', 0), ('bunuh', -5.0), ('paperbag', 0), ('taruh', 4.0), ('paperbag', 0), ('kotor', -5.0), ('iya', 0), ('logika', 0), ('orang', 0), ('bungkus', 0), ('kotor', -5.0)]",negatif
simple jesicca kopi jesicca gelagat aneh vonis bela jesicca cari bunuh asli selesai logika simple bunuh orang mesan kopi buat kopi,-16.0,"[('simple', 3.0), ('jesicca', 0), ('kopi', 0), ('jesicca', 0), ('gelagat', -4.0), ('aneh', -4.0), ('vonis', 0), ('bela', 0), ('jesicca', 0), ('cari', -3.0), ('bunuh', -5.0), ('asli', 2.0), ('selesai', -4.0), ('logika', 0), ('simple', 3.0), ('bunuh', -5.0), ('orang', 0), ('mesan', 0), ('kopi', 0), ('buat', 1.0), ('kopi', 0)]",negatif
